235,11,70.157
235,11,20.157
235,9,19.675
233,11,20.284
233,15,21.245
233,19,22.241
233,23,23.252
233,27,24.269
231,41,28.102
231,39,27.571
231,35,26.501
231,31,25.429
231,27,24.35
231,23,23.289
231,19,22.25
231,15,21.284
231,13,20.81
229,13,20.831
229,17,21.808
229,21,22.774
229,25,23.808
229,29,24.897
229,33,25.986
229,37,27.075
229,41,28.157
229,45,29.242
229,49,30.355
229,53,31.467
227,65,34.833
227,63,34.27
227,59,33.145
227,55,32.031
227,51,30.926
227,47,29.802
227,43,28.667
227,39,27.579
227,35,26.498
227,31,25.418
227,27,24.338
227,23,23.282
227,19,22.29
227,15,21.316
225,15,21.358
225,17,21.826
225,21,22.762
225,25,23.728
225,29,24.779
225,33,25.866
225,37,26.947
225,41,28.039
225,45,29.174
225,49,30.309
225,53,31.444
225,57,32.58
225,61,33.702
225,65,34.801
225,69,35.877
225,73,36.953
225,77,38.01
223,89,40.742
223,87,40.314
223,83,39.35
223,79,38.36
223,75,37.371
223,71,36.36
223,67,35.265
223,63,34.149
223,59,33.033
223,55,31.903
223,51,30.772
223,47,29.642
223,43,28.512
223,39,27.396
223,35,26.303
223,31,25.215
223,27,24.175
223,23,23.213
223,19,22.316
223,17,21.885
221,17,22.007
221,21,22.804
221,25,23.654
221,29,24.639
221,33,25.652
221,37,26.747
221,41,27.855
221,45,28.964
221,49,30.072
221,53,31.198
221,57,32.323
221,61,33.437
221,65,34.548
221,69,35.639
221,73,36.702
221,77,37.734
221,81,38.736
221,85,39.644
221,89,40.539
221,93,41.434
221,97,42.291
221,99,42.664
219,109,44.21
219,105,43.514
219,101,42.784
219,97,42.003
219,93,41.222
219,89,40.356
219,85,39.437
219,81,38.474
219,77,37.512
219,73,36.484
219,69,35.408
219,65,34.348
219,61,33.265
219,57,32.152
219,53,31.03
219,49,29.92
219,45,28.82
219,41,27.72
219,37,26.62
219,33,25.568
219,29,24.578
219,25,23.694
219,21,22.89
219,19,22.533
217,19,22.775
217,23,23.349
217,27,24.153
217,31,25.001
217,35,25.943
217,39,26.964
217,43,28.05
217,47,29.15
217,51,30.271
217,55,31.376
217,59,32.472
217,63,33.57
217,67,34.647
217,71,35.711
217,75,36.718
217,79,37.725
217,83,38.69
217,87,39.622
217,91,40.49
217,95,41.348
217,99,42.127
217,103,42.904
217,107,43.54
217,111,44.175
217,115,44.661
217,117,44.881
215,127,44.599
215,123,44.598
215,119,44.395
215,115,44.093
215,111,43.663
215,107,43.111
215,103,42.518
215,99,41.774
215,95,41.012
215,91,40.146
215,87,39.28
215,83,38.35
215,79,37.418
215,75,36.412
215,71,35.389
215,67,34.346
215,63,33.285
215,59,32.178
215,55,31.08
215,51,29.985
215,47,28.887
215,43,27.855
215,39,26.788
215,35,25.846
215,31,24.924
215,27,24.137
215,23,23.614
215,21,23.414
213,21,23.878
213,25,24.273
213,29,24.665
213,33,25.266
213,37,26.141
213,41,27.088
213,45,28.099
213,49,29.129
213,53,30.232
213,57,31.332
213,61,32.409
213,65,33.473
213,69,34.526
213,73,35.55
213,77,36.535
213,81,37.508
213,85,38.436
213,89,39.331
213,93,40.159
213,97,40.925
213,101,41.575
213,105,42.202
213,109,42.67
213,113,43.138
213,117,43.345
213,121,43.384
213,125,43.248
213,129,43.005
213,133,42.535
213,137,41.891
213,141,41.156
211,147,38.3
211,145,38.747
211,141,39.492
211,137,40.205
211,133,40.735
211,129,41.202
211,125,41.581
211,121,41.823
211,117,41.907
211,113,41.863
211,109,41.693
211,105,41.363
211,101,40.838
211,97,40.241
211,93,39.584
211,89,38.773
211,85,37.914
211,81,37.044
211,77,36.127
211,73,35.136
211,69,34.115
211,65,33.052
211,61,31.988
211,57,30.941
211,53,29.894
211,49,28.848
211,45,27.818
211,41,26.803
211,37,25.998
211,33,25.485
211,29,25.075
211,25,24.7
211,21,24.381
209,23,25.071
209,25,25.203
209,29,25.531
209,33,25.87
209,37,26.286
209,41,26.744
209,45,27.454
209,49,28.409
209,53,29.451
209,57,30.499
209,61,31.558
209,65,32.616
209,69,33.649
209,73,34.593
209,77,35.536
209,81,36.48
209,85,37.325
209,89,38.05
209,93,38.766
209,97,39.334
209,101,39.765
209,105,40.039
209,109,40.215
209,113,40.286
209,117,40.149
209,121,39.997
209,125,39.806
209,129,39.569
209,133,39.086
209,137,38.582
209,141,38.113
209,145,37.428
209,149,36.695
209,151,36.25
207,155,34.518
207,151,35.39
207,147,36.087
207,143,36.722
207,139,37.243
207,135,37.609
207,131,37.983
207,127,38.178
207,123,38.372
207,119,38.566
207,115,38.585
207,111,38.54
207,107,38.489
207,103,38.335
207,99,38.047
207,95,37.721
207,91,37.288
207,87,36.744
207,83,36.007
207,79,35.294
207,75,34.445
207,71,33.536
207,67,32.552
207,63,31.541
207,59,30.496
207,55,29.446
207,51,28.493
207,47,27.766
207,43,27.262
207,39,26.841
207,35,26.47
207,31,26.176
207,27,25.892
207,23,25.702
205,23,26.343
205,25,26.431
205,29,26.605
205,33,26.808
205,37,27.093
205,41,27.431
205,45,27.813
205,49,28.233
205,53,28.748
205,57,29.468
205,61,30.369
205,65,31.358
205,69,32.271
205,73,33.126
205,77,33.869
205,81,34.571
205,85,35.102
205,89,35.595
205,93,36.092
205,97,36.446
205,101,36.69
205,105,36.934
205,109,37.155
205,113,37.202
205,117,37.249
205,121,37.295
205,125,37.148
205,129,36.986
205,133,36.827
205,137,36.52
205,141,36.142
205,145,35.656
205,149,35.043
205,153,34.34
205,157,33.469
203,159,32.608
203,157,33.051
203,153,33.87
203,149,34.564
203,145,35.091
203,141,35.545
203,137,35.865
203,133,36.045
203,129,36.202
203,125,36.36
203,121,36.353
203,117,36.3
203,113,36.248
203,109,36.069
203,105,35.835
203,101,35.601
203,97,35.296
203,93,34.94
203,89,34.489
203,85,33.981
203,81,33.449
203,77,32.863
203,73,32.172
203,69,31.462
203,65,30.698
203,61,29.99
203,57,29.401
203,53,28.956
203,49,28.538
203,45,28.22
203,41,27.877
203,37,27.597
203,33,27.386
203,29,27.221
203,25,27.135
201,25,27.901
201,27,27.927
201,31,27.98
